content,score,at,sentiment
bagus layananya cepat,5,2026-04-03 22:10:02,Positif
belum pernah kecewa,5,2026-04-03 22:02:16,Positif
tidak adil untuk mitranya,1,2026-04-03 21:58:20,Negatif
baik,5,2026-04-03 21:46:40,Positif
"mengecewakan! re connect mulukkkk,gak bisa munculin lokasi juga,kacauuuuuuu",1,2026-04-03 21:33:40,Negatif
"aplikasi tolol drivernya kgk ada yang mau jemput, kocak padahal nggak pernah kendala tuh gw ma driver.",1,2026-04-03 21:29:02,Negatif
mantap,5,2026-04-03 21:27:53,Positif
tarif ekonomis pelayanan cepat responsive,5,2026-04-03 21:13:44,Positif
keren,5,2026-04-03 21:07:29,Positif
nice try,5,2026-04-03 21:01:32,Positif
good job,5,2026-04-03 20:53:28,Positif
Sikap Driver dan cara mengemudinya baik,5,2026-04-03 20:37:05,Positif
map nya sangat tidak akurat,1,2026-04-03 20:35:25,Negatif
nyaman dan tepat jga aman.cepat.,5,2026-04-03 20:30:46,Positif
"driver pilih-pilih, selalu bertambah mahal, driver mudah nge cancel tanpa bilang",2,2026-04-03 20:30:23,Negatif
rumit skarang gak kaya dulu .masa tiap pesen goride dapat jauh terus .dari pada dapat jauh terus jdi pindah ke sebelah,1,2026-04-03 20:23:40,Negatif
memudahkan utk pergi kemana saja👍👍,5,2026-04-03 20:18:47,Positif
susah bgt nyari driver nya. udah nunggu lama bgt ternyata gaada 1pun yang nyantol. ngebatalinnya jangan nunggu sejam donggg! ntar ditinggal nyari yg lain malah dapet driver!!,2,2026-04-03 20:16:28,Negatif
"KASIH EDUKASI DRIVER NYA, KALO MAU CANCEL ATAU GA MAU AMBIL ORDERAN KARNA ARGO KECIL BILANG KE CUSTOMER NYA KONFIRMASI BAIK BAIK, KAMI KASIH TIPS KO YANG LAYAK. JANGAN DIEM GA GERAK GA ADA KONFIRMASI TUNGGU DI CANCEL SAMA CUSTOMER. ADA YANG URGENT, BAWA BAYI, BAWA ORANG TUA. EDUKASI LAGI DRIVER NYA. KASIH WAKTU KALO DIA GA GERAK GA ADA KONFIRMASI SYSTEM KALIAN YANG KASIH AUTOTEXT.",1,2026-04-03 20:14:52,Negatif
"tolong biaya Ongkosnya Lebih murah dr Tetangga Sebelah, Biar banyak Peminatnya.",5,2026-04-03 20:14:50,Positif
"perubahan harga yang sangat signifikan,beberapa hari yang lalu goride ke tempat yg sama 35k,dua hari kemudian 55k,kayaknya seminggu kemudian naik lagi jadi 100k🤣🤣🤣",5,2026-04-03 20:12:18,Positif
lokasi leles kab garut kalo gak ada driver atau penjual gak bisa nerima oderan jangan di iming iming paket exprees percuma exprees kalo makanan tetep aja lebih dari 1 jam . padahal distu tertulis 20 menit deket itu,1,2026-04-03 20:10:46,Negatif
"payah, sering error",1,2026-04-03 20:06:15,Negatif
derever nya asik,5,2026-04-03 20:00:56,Positif
skarang pesen gojek pas ujan gerimis..susah banget dapet drivernya.pdahal mmng butuhnya karna ujan...harus nya di out aja driver yg menolak orderan ketika hujan...,3,2026-04-03 19:56:14,Netral
Murah dan terpercaya,5,2026-04-03 19:55:14,Positif
"Pesanan Go-Food, tidak ada driver, lama sekali pencarian driver, tapi tidak bisa dibatalkan. Kalau memang tidak ada driver sebaiknya bisa di batalkan dan mencari alternatif lain.",1,2026-04-03 19:51:27,Negatif
sangat membantu,5,2026-04-03 19:33:43,Positif
"GOCARNYA pada banyak duit gak ada yg mau nerima😃 jauh dikit pada minta cancel..sekalinya diterima banyak alesan. klo gak mau macet ya jangan narik mobil..narik aja sepeda goes kita mh kasian pesen biar dapet order,tapi pada males² nerimanya😄",2,2026-04-03 19:27:46,Negatif
oke banget,5,2026-04-03 19:20:54,Positif
kembalikan uang saya woii,1,2026-04-03 19:18:10,Negatif
susah bet nyari driver taila,1,2026-04-03 19:18:08,Negatif
harga nya sihh lumayan terjangkau,2,2026-04-03 19:12:10,Negatif
mantaapp,5,2026-04-03 19:00:09,Positif
bagus banget tiap hari ada diskon jadi ongkos nya tetap sesuai dompet,5,2026-04-03 19:00:00,Positif
mantap sekali,5,2026-04-03 18:56:30,Positif
mantab,5,2026-04-03 18:52:24,Positif
bagus banget buat yang mager,5,2026-04-03 18:51:13,Positif
memudahkan alat transportasi,4,2026-04-03 18:47:58,Positif
sangat membantu,5,2026-04-03 18:39:21,Positif
mantap,5,2026-04-03 18:37:07,Positif
sangat membantu disegala kondisi,5,2026-04-03 18:22:33,Positif
good,5,2026-04-03 18:19:48,Positif
pelayanan ok,5,2026-04-03 18:19:10,Positif
aman nyaman,4,2026-04-03 18:01:14,Positif
saldo dari dana CUSTOMER g amsuk ke gopay ku..parah ini siii,2,2026-04-03 18:00:28,Negatif
"belakangan nyari driver susah, lemot, kebanyakan nolak",1,2026-04-03 17:47:26,Negatif
driver nya jangan ngaret,4,2026-04-03 17:44:42,Positif
"Makin sering update makin lama dapet driver, mending gk usah update aja sekalian kalau malah jadi lebih buruk",2,2026-04-03 17:32:57,Negatif
aneh makin kesini drivernya pada gajelas bgt,1,2026-04-03 17:31:29,Negatif
oke bagus dari pelayanan,5,2026-04-03 17:25:54,Positif
"gojek emang selalu bisa di andalin, banyak promo nya terus di kasih gratis ongkir, top markotop pokoknya",5,2026-04-03 17:23:39,Positif
alhamdulillah driver yang saya pesan selalu baik,5,2026-04-03 17:22:40,Positif
top yessss,5,2026-04-03 17:14:14,Positif
siip,5,2026-04-03 17:10:23,Positif
top,5,2026-04-03 16:58:47,Positif
"makin jelek layanannya, susah dapat orderan",1,2026-04-03 16:54:40,Negatif
drivernya sopan,5,2026-04-03 16:53:24,Positif
"makin sulit dpat gocar, seringkali driver tdk respon, tau2 titik menjauh, kota yg cancel, tarif lgsg 2 x lipat",2,2026-04-03 16:50:41,Negatif
mencari driver lama,1,2026-04-03 16:48:51,Negatif
Alhamdulillah 🤲 nyaman...dan terus berkembang,5,2026-04-03 16:38:30,Positif
"sering dapet driver tidak jalan ditunggu sekitar 30menit, dedangkan kita sudah ditunggu bis....sangat kecewaa",1,2026-04-03 16:33:53,Negatif
aturan gak jelas driver banyak yg off..order jadi terbengkalai...customer pindah ke aplikasi lain,1,2026-04-03 15:55:01,Negatif
cepat dan tepat sasaran,5,2026-04-03 15:50:37,Positif
susah dicari,1,2026-04-03 15:49:15,Negatif
banyak orang dan ramah,5,2026-04-03 15:45:20,Positif
mantap bgt,5,2026-04-03 15:34:47,Positif
service ya sat set mantapzzz,5,2026-04-03 15:30:24,Positif
excellent,5,2026-04-03 15:25:38,Positif
manfaat,5,2026-04-03 15:21:53,Positif
"aplikasi nyebelin, gojeknya ga maju2 terus padahal udah majuuuu, gabisa dicancel dari gojeknya juga lagiiiii. udah nunggu berjam jam!!!!!!",3,2026-04-03 15:10:20,Netral
Sangat kecewa khususnya untuk driver mobil grab.. banyak yang nolak pesanan..carinya susah giliran dapat minta dicancel dengan alasan lokasi jemput jauh.,1,2026-04-03 15:01:48,Negatif
driver y sopan,5,2026-04-03 15:00:42,Positif
saya pengguna gojek setia tapi akhir2 ini cari driver susah bgt banyak driver yg cancel akhirnya saya pindah ke aplikasi sebelah cari driver gampang,4,2026-04-03 14:51:44,Positif
aplikasi tidak menghargai driver,1,2026-04-03 14:24:44,Negatif
kalo ngasih harga di gofood yang ngotak dikit lah njir,1,2026-04-03 14:16:54,Negatif
mantap,5,2026-04-03 14:16:18,Positif
mantap,5,2026-04-03 14:15:17,Positif
alhamdulillah mau kirim² makanan utk anak dipondok sangat terbantu,5,2026-04-03 14:08:13,Positif
Okey,5,2026-04-03 14:07:17,Positif
the best,5,2026-04-03 14:05:10,Positif
susah dapet driver,1,2026-04-03 14:03:08,Negatif
"KENAPA GADA YG MAU NGAMBIL TERUS SIH, UDAH GA PAKE YG PROMO PUN TETEP LAMA YG NGAKUTTTT!!!!!! 😡😡😡😡😡😡😡😡😡😡😡",1,2026-04-03 13:50:11,Negatif
𝙗𝙖𝙜𝙪𝙨 𝙗𝙖𝙣𝙜𝙚𝙩,5,2026-04-03 13:47:50,Positif
"Sekarang susah dapet driver untuk gosend juga gapernah mau ambil, suka dilama2in biar customer yg cancel kadang kalo dapet juga suka maksa minta uang parkir (padahal kita tau kalo parkiran mall sini buat driver tuh ga dipungut biaya) tapi klo ga dikasih malah kasar perlakuannya udah beralih ke aplikasi sebelah sekarang mah pake gojek klo buat transportasi aja.",1,2026-04-03 13:44:13,Negatif
mantap apk nya,5,2026-04-03 13:33:30,Positif
Bermanfaat,5,2026-04-03 13:27:07,Positif
driver ramah semua,5,2026-04-03 13:26:25,Positif
oke mantab,5,2026-04-03 13:23:48,Positif
knp gk bisa pke dana,2,2026-04-03 13:22:40,Negatif
sangat membantu sekali,5,2026-04-03 13:21:34,Positif
pesen kopi kenangan minuman uda siap tapi uda nunggu 1 jam masi stuck di 16 menit karena ga ada driver. ga lama dibatalin.,1,2026-04-03 13:19:07,Negatif
ok,5,2026-04-03 13:17:49,Positif
ok,5,2026-04-03 13:08:27,Positif
mantap lebih membantu,5,2026-04-03 13:06:43,Positif
Sulit Sekali dapat driver untuk layanan Go Shop,4,2026-04-03 13:05:04,Positif
"drivernya ga komplen karna jarak aku slalu jauh, mantapp",5,2026-04-03 13:04:29,Positif
kalo pesen makanan ongkir nya mahal😭🙏,3,2026-04-03 12:53:54,Netral
Mantap drivernya gercep👍,5,2026-04-03 12:53:04,Positif
Aplikasi yang sangat akses untuk tunanetra,5,2026-04-03 12:42:12,Positif
👍👍👍👍,5,2026-04-03 12:31:30,Positif
"bintang 1 aja,pesan go food aja lama mau 1jam.",1,2026-04-03 12:27:43,Negatif
"Aplikasinya bagus,cocok buat yang bepergian ke tempat yg belum pernah",5,2026-04-03 12:21:47,Positif
"kak maaf bngt nih tolong voucher diskon gofood ny lebih bnyak lagi, apk sebelah aj voucher diskon makanan ny aja bnyak bngt",2,2026-04-03 12:18:47,Negatif
Saya baru memakai aplikasi gojek lagi dan menggunakan fitur go ride. ko aplikasinya sekarang jadi ribet ya. untuk pesan go ride saja saya harus booking dulu dan menunggu lebih dari 15 menit ga dapet² drivernya. akhirnya pake aplikasi sebelah ga sampai 1 menit sudah dapat driver. fitur go ride sekarang maaf ga recomended,1,2026-04-03 12:17:34,Negatif
puas,5,2026-04-03 12:16:14,Positif
"Aplikasi Bagus, sudah lama jadi andalan. tapi lagi Kecewa aja akhir2 ini. Driver Go-Ridenya Manja2 banget, , Keadaan gerimis aja gk mau ambil orderan.,deket lagi paling ±5km ,klo hujan sih sya maklum, lah ini gerimis kecil. , padahal banyak driver on disekitar, tp gda yg mau ambil. hampir 7x order gda yg mau ambil, bkin kesel. Beda sma apk Sebelah MXM baru order lngsung diambil. .. itu aja terimakasih.",2,2026-04-03 12:10:46,Negatif
"proses pembatalan terlalu lama,misal makanan/driver ga ada dalam 10 menit udah ga respon harus nya udah bisa di batalin.",1,2026-04-03 12:09:30,Negatif
Mantap,5,2026-04-03 12:07:38,Positif
baik,5,2026-04-03 12:06:03,Positif
untuk saat ini oke.,5,2026-04-03 11:54:41,Positif
terimakasih,5,2026-04-03 11:52:34,Positif
"harusnya kita bisa chat ke resto sih kalo buka atau tutup, masa iya udh nunggu 1 jam driver kesana malah tokonya tutup. adain fitur apa aja deh biar ga nunggu lama klo tokonya tutup",3,2026-04-03 11:47:02,Netral
good job,5,2026-04-03 11:32:14,Positif
Cepat responnya dan mantul,5,2026-04-03 11:21:29,Positif
KLO cancel g bisa ..... nyesek bgt suruh bayar dobel,1,2026-04-03 11:16:51,Negatif
chatnya suka centang 1. tolong perbaiki lagi. biar komunikasi dgn driver lancar.,4,2026-04-03 11:13:26,Positif
ok,5,2026-04-03 11:09:08,Positif
b aja,4,2026-04-03 11:08:47,Positif
oke bgt,5,2026-04-03 11:05:24,Positif
"puas, komunikasi baik,tepat waktu",5,2026-04-03 11:01:02,Positif
semuanya oke,5,2026-04-03 10:42:40,Positif
ok,5,2026-04-03 10:28:39,Positif
"nyusahin mau ketik no telp harus manual, g bisa copy paste",1,2026-04-03 10:25:58,Negatif
ok,5,2026-04-03 10:25:20,Positif
ok,5,2026-04-03 10:00:04,Positif
"ongkir ekonomi sudah kagak ada,mana regular mahal lagi🥲",3,2026-04-03 09:45:21,Netral
sangat membantu,5,2026-04-03 09:37:58,Positif
"promo nya kurang khususnya untuk kota Palembang,tolong ditingktkan lagi",3,2026-04-03 09:37:25,Netral
bagus banget,5,2026-04-03 09:22:43,Positif
mantul,5,2026-04-03 09:10:09,Positif
bagus,5,2026-04-03 09:02:32,Positif
baik sekali,5,2026-04-03 08:54:33,Positif
segini dlu deh klo bagus tambah lagi,2,2026-04-03 08:44:03,Negatif
Drivernya tolong jangan memainkan orderan. ditunggu sangat lama tidak jalan sama sekali. Apkikasinya sering mengalami bug double order. bikin saya repot.,1,2026-04-03 08:41:20,Negatif
terima kasih,5,2026-04-03 08:39:56,Positif
halaman gocats lagi error ya? misinya ga jelas,5,2026-04-03 08:29:24,Positif
good,5,2026-04-03 08:24:11,Positif
pelayanan bagus sy beri tip500,5,2026-04-03 08:11:49,Positif
"sering banget telat dateng kalo mesen gofood, kadang juga ga dapet driver buat ambil makanan nya jadi terpaksa cancel, udah nunggu lama nahan laper malah ga jadi, ga ada kompensasi juga lagi buang waktu buat nungguin",2,2026-04-03 08:00:25,Negatif
gak pernah kecewa,5,2026-04-03 07:53:04,Positif
ok,5,2026-04-03 07:45:14,Positif
Min saya Kena penipuan 300 ribu ke Gopay Penipu yang mengatasnamakan kepala desa dan pas dilacak bukan kepala desa,3,2026-04-03 07:15:03,Netral
"dari sejak awal ada gojek, tetep nyaman. terpercaya...",5,2026-04-03 06:41:03,Positif
good workog,5,2026-04-03 05:46:16,Positif
Bagus,5,2026-04-03 05:30:36,Positif
mantap,5,2026-04-03 04:44:12,Positif
"Argonya makin mahal tapi pelayanan malah makin turun. Harga sering gak masuk akal dibanding jarak, beda jauh sama dulu. Yang lebih ngeselin, driver sekarang banyak yang pilih-pilih order. Udah nunggu lama, di-cancel terus, atau didiemin tanpa kejelasan. Buang waktu banget.",1,2026-04-03 04:34:53,Negatif
aplikasihnya sangat membantu,5,2026-04-03 02:49:18,Positif
"Kok bisa promo di akun temen ku bisa sampe 50% tapi di aku 40%, ???? padahal sama-sama gojek plus",1,2026-04-03 02:36:58,Negatif
akun orang main asal bekuin aja padahal sering dipakai untung ga ada gopaynya mending pake grab aja sekarang dah,1,2026-04-03 02:17:02,Negatif
aplikasinya sangat mudah digunakan. banyak diskonnya. love it.,5,2026-04-03 02:10:48,Positif
Pastikan semua drivers Amanah klu ada barang tertinggal,5,2026-04-03 01:49:39,Positif
mantep,5,2026-04-03 01:34:08,Positif
sangat baik abang ya,5,2026-04-03 01:24:05,Positif
"sangat buruk pelayanan nya, karena susah cari driver",1,2026-04-03 00:55:45,Negatif
nice driver,5,2026-04-03 00:26:58,Positif
kesan pertama paki go food puas sekali pelayanannya👍👍👍,5,2026-04-02 23:57:22,Positif
susah nyari driver,1,2026-04-02 23:49:44,Negatif
maps nya selalu pas sesuai titik,5,2026-04-02 23:40:55,Positif
puas pelayanan baik,5,2026-04-02 23:40:09,Positif
"Jahat banget deh. Udahlah mahal, dicariin driver yang jauh. 👎",1,2026-04-02 23:37:55,Negatif
bagus,5,2026-04-02 23:34:08,Positif
"Aplikasi tolol, bikin customer nunggu lama",1,2026-04-02 23:32:05,Negatif
"driver sulit, pelit, jutek, platform juga tidak ramah pada harga driver",1,2026-04-02 23:10:50,Negatif
makin ke sini makin ga jelas,5,2026-04-02 23:09:58,Positif
ok,5,2026-04-02 23:05:35,Positif
"makin kesini gojek susah banget dapet driver nya, sekalinya dpt malah jauh. mencari-cari driver padahal dititik terdekat banyak, TPI gak ada driver yg mau ambil. jadi males",2,2026-04-02 22:55:40,Negatif
kse download ngni p aplikasi di t cewe ka ta bongkar ngni p kantor,5,2026-04-02 22:54:17,Positif
"aplikasi lelet,lemot,gofood Berjam jam ga dapet driver. driver juga lambat, kebanyakan ngeluh",1,2026-04-02 22:49:22,Negatif
"makin kesini makin susah dapet driverrr ngeselin banget, udah gitu guaa beli pake saldo gopay klo dibatalin saldo gua ilang ,udah beberapa kali saldo ga balik grgr ga dapet driverr, kocakkkk",1,2026-04-02 22:49:17,Negatif
"saya mau minta dari pihak mitra ,agar pelayanan mencari driver di perbaiki lagi .kasih peringatan keras kalau perlu di pecat ajh untuk driver yg tidak mau mengantarkan makanan ke cosumen.saya sudah menunggu lama .terima kasih .",1,2026-04-02 22:46:52,Negatif
nice,5,2026-04-02 22:41:31,Positif
sangat membantu disaat keadaan darurat..,5,2026-04-02 22:40:15,Positif
gojek parah kalau udah malah ngak ada driver yang mau ngabil orderan sekitar jm 10 an. padahal driver banyak.,4,2026-04-02 22:34:24,Positif
ok,5,2026-04-02 22:27:43,Positif
lelet parah,1,2026-04-02 22:15:37,Negatif
lama dapet driver,1,2026-04-02 22:14:37,Negatif
kalau pelanggan kasih rating ke driver bintang 1 itu kalian tangani tidak sih? kok masih banyak driver yang tidak punya sopan santun dan seenaknya? kalian tindak lanjuti tidak saya ingin tau,1,2026-04-02 22:10:37,Negatif
cepat sampai,5,2026-04-02 22:07:03,Positif
"maaf saya kasih bintang 1. sempat baca di ulasan lain ada yg susah nyari driver bbrp minggu ini. benar bgt, skrg hal yg lebih mudah dan efisien jadi menyulitkan dlu sring pke apk ini krna byk diskon dan harga terjangkau skrg apk nya jd lelet. mesen gofood 2 jam lebih ga dpt2 driver antar nya mesen gojek nunggu 10 menit lebih pun gaada sama sekali pdhl trlihat jls driver byk di 1 titik itu. tolong di tindak lanjuti untuk apk gojek.",1,2026-04-02 22:05:25,Negatif
yaaa oke laahhh,5,2026-04-02 22:04:24,Positif
semangat driver!,4,2026-04-02 22:04:20,Positif
"Flash Sale gajelas, udh mesen dari jam 20.00 udah dapet driver, makanan juga statusnya ""sedang di sajikan"" bahkan sampai ada estimasi waktu pengantaran 21.30. Tau tau di cancel jam 22.00. 2 jam nunggu angin doang kocak",1,2026-04-02 22:01:02,Negatif
no good,1,2026-04-02 21:59:54,Negatif
"kenapa saya kasih bintang 2? karna saya lebih sering kecewanya dengan apk ini. saya tuh selalu mau gofood ya, tapi knp selalu susah banget cari driver? paling susah kalo di kondisi hujan sama malam, padahal rumah saya tuh bukan pelosok masih terbilang pun banyak ojol disekitar sini.. tp kenapa susah bangeett! nyebelinnya tuh udah nunggu nya lama bgt ujung2nya gagal pesenannya karena gak nemu driver. bayangin udah laper posisi gabisa keluar butuh order makan bangeet udah ngu nih 50mnt, eh gagal.",2,2026-04-02 21:59:39,Negatif
sangat membantu,5,2026-04-02 21:54:59,Positif
bagus,5,2026-04-02 21:54:40,Positif
"sakit hati banget. mesen gojek dari jam 9 malam sampai jam 10 ada 3 kali di cancel. dari yang ride hemat ke go ride biasa juga sama. kalau emang menurut driver harganya kemurahan kan bukan kita yang menentukan toh kita juga ga bakal kasih segitu, pasti kasih tip juga. 1 jam nunggu sia sia!",1,2026-04-02 21:53:46,Negatif
"tolong dibantu cari driver, masak saya ber kali2 pesen gofood sulit mendapatkan driver..",1,2026-04-02 21:53:06,Negatif
semakin baik,5,2026-04-02 21:50:48,Positif
yeay,5,2026-04-02 21:50:35,Positif
"udah seminggu susah bgt dpet driver , heran pdhl apk sbleh cpet bgt dpet ny..",1,2026-04-02 21:47:48,Negatif
"sekarang driver diaplikasi ini susah bnget buat dapet, risih jadi nya",1,2026-04-02 21:47:25,Negatif
"Pesen makanan lama bener ga dapat driver, batal otomatis. 👎",1,2026-04-02 21:46:57,Negatif
oke,5,2026-04-02 21:46:00,Positif
"saya gomart, gosend buat beli obat, tpi gada mulu driver nya, lama bngt, pdhal ga ujan ga apa",1,2026-04-02 21:36:35,Negatif
aplikasi semakin menyulitkan dengan sulit mendapatkan driver dari stasiun cikarang dan semakin tidak ada bedanya dengan ojek pengkolan dengan harga yg tidak masuk akal,3,2026-04-02 21:26:44,Netral
Ok Banget,5,2026-04-02 21:25:46,Positif
keren sangat membantu,5,2026-04-02 21:25:22,Positif
"agak kecewa sih akhir ""ini gojek klo mau pesen makan dimalam hari susah banget nemu driver nya,, sampe harus nunggu 1/2 jam tetap masih gk dapat driver nya.",1,2026-04-02 21:21:37,Negatif
ok,5,2026-04-02 21:17:57,Positif
"Kualitas Pelayanan sangat buruk Kalau harga mahal baru dapat driver,itupun lama",1,2026-04-02 21:16:01,Negatif
parah.....kalau rekrut driver yang benar dan yang kompeten jangan yang sukanya main cancel.....,1,2026-04-02 21:12:37,Negatif
sesusah itu dapet driver,2,2026-04-02 21:09:26,Negatif
susah banget dapet driver,2,2026-04-02 21:06:11,Negatif
"lambat banget kalo mesan malam, udah lapar malah ga ada yg antar padahal banyak tuh ojol yang masih diluar nganterin pesanan lain",1,2026-04-02 21:02:37,Negatif
